filename,yaw,pitch,roll,focal_length,fx,fy,cx,cy,exposure,iso,aperture
frame_0_y13.1_p-0.2_r-1.9_t1778580944998.jpg,13.1259,-0.1824,-1.6415,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_1_y40.2_p0.2_r-0.4_t1778580948532.jpg,40.2431,0.1614,-0.6129,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_2_y55.4_p-0.2_r-0.8_t1778580951432.jpg,55.3580,-0.2464,-1.2677,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_3_y93.5_p-1.3_r-1.5_t1778580955047.jpg,93.5127,-1.2926,-0.4918,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_4_y111.1_p-0.1_r-1.1_t1778580958016.jpg,111.0721,-0.1248,-2.5322,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_5_y143.2_p0.2_r-1.0_t1778580961631.jpg,143.2274,0.2419,-1.6536,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_6_y170.2_p-1.3_r-1.4_t1778580965363.jpg,170.2029,-1.3451,-0.5930,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_7_y193.6_p-1.7_r-2.0_t1778580968448.jpg,193.5618,-1.6610,-1.1341,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_8_y224.5_p-0.9_r0.6_t1778580971964.jpg,224.5028,-0.9311,0.6661,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_9_y250.1_p0.7_r-0.1_t1778580975097.jpg,250.0741,0.6953,0.3161,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_10_y271.4_p0.4_r-1.3_t1778580978314.jpg,271.4246,0.4483,-2.2534,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
