filename,yaw,pitch,roll,focal_length,fx,fy,cx,cy,exposure,iso,aperture
frame_0_y12.4_p-1.6_r0.9_t1778479703205.jpg,12.4388,-1.6114,0.0298,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_1_y31.4_p-0.5_r0.7_t1778479707117.jpg,31.4076,-0.4960,1.5991,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_2_y57.3_p-0.1_r2.9_t1778479710849.jpg,57.3362,-0.1472,0.7691,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_3_y81.6_p-1.0_r1.7_t1778479714576.jpg,81.6183,-0.9719,1.0785,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_4_y109.3_p-0.2_r0.2_t1778479718380.jpg,109.2556,-0.1819,1.9025,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_5_y133.3_p-0.8_r3.3_t1778479722186.jpg,133.2555,-0.8197,1.7012,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_6_y158.3_p2.4_r3.9_t1778479725689.jpg,158.3288,2.3661,1.7666,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_7_y189.2_p-0.6_r2.7_t1778479728830.jpg,189.2353,-0.5918,2.2951,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_8_y212.9_p0.1_r3.4_t1778479732404.jpg,212.9487,0.0678,1.3012,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_9_y238.4_p0.6_r3.1_t1778479735830.jpg,238.4056,0.5705,2.6174,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_10_y267.0_p0.5_r3.5_t1778479739600.jpg,266.9730,0.4792,1.6960,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_11_y291.9_p-0.2_r2.8_t1778479742967.jpg,291.8756,-0.1852,4.0341,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_12_y316.1_p-1.7_r4.1_t1778479746352.jpg,316.1420,-1.6887,3.8450,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_13_y343.5_p-1.1_r3.2_t1778479749739.jpg,343.4942,-1.0728,2.5297,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_14_y23.4_p33.8_r-2.8_t1778479763439.jpg,23.3919,33.8485,3.2866,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_15_y49.5_p35.2_r4.8_t1778479767357.jpg,49.4634,35.2379,5.4234,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_16_y80.7_p35.4_r-0.7_t1778479771487.jpg,80.6854,35.3891,-3.7795,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_17_y98.8_p34.5_r0.9_t1778479774798.jpg,98.8439,34.4997,0.9291,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_18_y124.0_p34.2_r5.4_t1778479778128.jpg,124.0457,34.2396,7.6448,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_19_y149.7_p33.8_r8.5_t1778479781518.jpg,149.7106,33.7887,8.8349,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_20_y175.1_p32.4_r6.2_t1778479784787.jpg,175.0985,32.3638,1.7037,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_21_y201.2_p33.6_r5.2_t1778479788403.jpg,201.1774,33.6183,6.4978,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_22_y225.9_p35.8_r7.6_t1778479791770.jpg,225.8573,35.7533,7.8553,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_23_y253.6_p33.9_r7.6_t1778479795122.jpg,253.6316,33.8726,7.7659,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_24_y281.1_p32.0_r5.9_t1778479798662.jpg,281.0924,32.0378,2.6161,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_25_y306.8_p34.9_r4.0_t1778479801931.jpg,306.7502,34.8619,5.9912,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_26_y332.6_p35.2_r9.7_t1778479806003.jpg,332.5698,35.1577,8.2978,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_27_y355.6_p33.9_r8.0_t1778479809581.jpg,355.5598,33.8897,8.2988,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_28_y28.9_p-39.3_r4.0_t1778479815603.jpg,28.9123,-39.3329,3.1028,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_29_y45.2_p-37.9_r4.0_t1778479819611.jpg,45.1617,-37.9313,4.9108,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_30_y74.0_p-37.7_r4.0_t1778479823569.jpg,74.0156,-37.6642,4.1500,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_31_y99.5_p-37.7_r5.7_t1778479827030.jpg,99.4520,-37.7402,4.5620,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_32_y128.6_p-35.8_r5.6_t1778479830379.jpg,128.5864,-35.8109,4.3491,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_33_y149.4_p-36.5_r5.1_t1778479833863.jpg,149.4296,-36.4921,4.9295,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
frame_34_y175.5_p-34.8_r4.7_t1778479837266.jpg,175.4912,-34.8022,5.1209,4.27,3317.76,3392.84,1536.00,2040.00,0.000000,0,0.00
